uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,reachID,eventID,waterTemp,dissolvedOxygen,specificConductance,samplerType,habitatType,subdominantHabitatType,initialFrequency,initialDutyCycle,initialVoltage,finalFrequency,finalDutyCycle,finalVoltage,efTime,settingsChanged,initialFrequency2,initialDutyCycle2,initialVoltage2,finalFrequency2,finalDutyCycle2,finalVoltage2,efTime2,settingsChanged2,netIntegrity,netSetTime,netEndTime,netDeploymentTime,netLength,netDepth,targetTaxaPresent,remarks
"c5551c60-2874-4e91-b6e8-751afed1700c","D10","ARIK","ARIK.AOS.fish.point.01","2017-04-10T16:34Z","2017-04-10T17:10Z",1,"ARIK.20170410.01","ARIK.20170410.01.1.e-fisher",8.8,10.5,476.0,"electrofisher",,,30,20,300,30,20,300,788,0,,,,,,,,,"Not compromised",,,,,,"Y",
"864502f2-d107-48ae-bb7c-7dec92bc97a8","D10","ARIK","ARIK.AOS.fish.point.01","2017-04-10T18:10Z","2017-04-10T18:26Z",2,"ARIK.20170410.01","ARIK.20170410.01.2.e-fisher",8.8,10.5,476.0,"electrofisher",,,30,20,330,30,20,330,414,0,,,,,,,,,"Not compromised",,,,,,"Y",
"bd47e25d-84a8-4be4-860c-c7f368541d09","D10","ARIK","ARIK.AOS.fish.point.01","2017-04-10T18:55Z","2017-04-10T19:11Z",3,"ARIK.20170410.01","ARIK.20170410.01.3.e-fisher",8.8,10.5,476.0,"electrofisher",,,30,20,500,30,20,500,351,0,,,,,,,,,"Not compromised",,,,,,"Y",
"af3d7a2c-64a1-4691-b715-6ebef0416182","D10","ARIK","ARIK.AOS.fish.point.02","2017-04-10T20:00Z","2017-04-10T20:45Z",1,"ARIK.20170410.02","ARIK.20170410.02.1.e-fisher",15.4,9.0,473.0,"electrofisher",,,40,20,450,40,20,450,498,0,,,,,,,,,"Not compromised",,,,,,"Y",
"72f80800-f443-4dea-8e94-5e81e480764b","D10","ARIK","ARIK.AOS.fish.point.05","2017-04-10T22:48Z","2017-04-10T23:10Z",1,"ARIK.20170410.05","ARIK.20170410.05.1.e-fisher",15.3,9.4,471.0,"electrofisher",,,40,20,400,40,20,400,800,0,,,,,,,,,"Not compromised",,,,,,"Y",
"6ee51120-2245-4c32-b4ea-8a8e409cde58","D10","ARIK","ARIK.AOS.fish.point.06","2017-04-11T15:27Z","2017-04-11T16:00Z",1,"ARIK.20170411.06","ARIK.20170411.06.1.e-fisher",9.1,10.0,467.0,"electrofisher",,,40,20,400,40,20,400,479,0,,,,,,,,,"Not compromised",,,,,,"Y",
"a3e06ae0-cab9-4ba9-84c1-384ba4d31cdc","D10","ARIK","ARIK.AOS.fish.point.06","2017-04-11T18:20Z","2017-04-11T18:57Z",2,"ARIK.20170411.06","ARIK.20170411.06.2.e-fisher",9.1,10.0,467.0,"electrofisher",,,40,20,400,40,20,400,380,0,,,,,,,,,"Not compromised",,,,,,"Y",
"1c506c01-4dcc-449a-9069-413aec5387fb","D10","ARIK","ARIK.AOS.fish.point.06","2017-04-11T20:00Z","2017-04-11T20:26Z",3,"ARIK.20170411.06","ARIK.20170411.06.3.e-fisher",9.1,10.0,467.0,"electrofisher",,,40,20,400,40,20,400,404,0,,,,,,,,,"Not compromised",,,,,,"Y",
"0e2c839f-6122-46f8-bad9-5560a76bbde7","D10","ARIK","ARIK.AOS.fish.point.10","2017-04-11T21:55Z","2017-04-11T22:32Z",1,"ARIK.20170411.10","ARIK.20170411.10.1.e-fisher",16.4,10.5,464.0,"electrofisher",,,35,25,400,35,25,400,635,1,,,,,,,,,"Not compromised",,,,,,"Y",
"a73f45df-d33a-4aab-8a19-4df0053d3c91","D10","ARIK","ARIK.AOS.fish.point.09","2017-04-12T16:35Z","2017-04-12T17:25Z",1,"ARIK.20170412.09","ARIK.20170412.09.1.e-fisher",11.6,6.9,475.0,"electrofisher",,,40,25,350,40,25,350,1152,0,,,,,,,,,"Not compromised",,,,,,"Y",
"d5779273-3f27-4ec5-8ae8-9c71f045e190","D10","ARIK","ARIK.AOS.fish.point.09","2017-04-12T18:20Z","2017-04-12T19:55Z",2,"ARIK.20170412.09","ARIK.20170412.09.2.e-fisher",11.6,6.9,475.0,"electrofisher",,,40,25,350,40,25,350,844,0,,,,,,,,,"Not compromised",,,,,,"Y",
"90efe7dc-6a30-4a2e-83e0-8f64a7101826","D10","ARIK","ARIK.AOS.fish.point.09","2017-04-12T20:39Z","2017-04-12T21:15Z",3,"ARIK.20170412.09","ARIK.20170412.09.3.e-fisher",11.6,6.9,475.0,"electrofisher",,,40,25,350,40,25,350,749,0,,,,,,,,,"Not compromised",,,,,,"Y",
