uid,domainID,siteID,namedLocation,startDate,plateauCollectTime,replicateNumber,syringeID,gasSampleID,saltTracerSampleID,remarks,incompleteExperimentQF
"7de4257d-8b7f-45c9-8abb-53ac877c6779","D19","CARI","CARI.AOS.reaeration.station.02","2019-07-18T20:04Z","2019-07-18T21:51Z",3,"CARI.08.20190718","CARI.08.20190718.GAS","CARI.08.20190718.TCR",,
"8833ca7f-37c3-49c1-8cce-b464c46805bf","D19","CARI","CARI.AOS.reaeration.station.03","2019-07-18T20:04Z","2019-07-18T21:58Z",5,"CARI.15.20190718","CARI.15.20190718.GAS","CARI.15.20190718.TCR",,
"4c29506d-d400-4a10-b3c9-bfd0af227584","D19","CARI","CARI.AOS.reaeration.station.01","2019-07-18T20:04Z","2019-07-18T21:44Z",5,"CARI.05.20190718","CARI.05.20190718.GAS","CARI.05.20190718.TCR",,
"77b4fe13-93a5-4ca5-840a-9afe3525ec11","D19","CARI","CARI.AOS.reaeration.station.03","2019-07-18T20:04Z","2019-07-18T21:58Z",3,"CARI.13.20190718","CARI.13.20190718.GAS","CARI.13.20190718.TCR",,
"d19d8331-75fe-4d9f-9bf6-c94e73d88ded","D19","CARI","CARI.AOS.reaeration.station.02","2019-07-18T20:04Z","2019-07-18T21:51Z",1,"CARI.06.20190718","CARI.06.20190718.GAS","CARI.06.20190718.TCR",,
"7be5c69e-3cbf-4a7f-9e48-ad3744818841","D19","CARI","CARI.AOS.reaeration.station.02","2019-07-18T20:04Z","2019-07-18T21:51Z",2,"CARI.07.20190718","CARI.07.20190718.GAS","CARI.07.20190718.TCR",,
"235830e7-047d-4271-bff5-4b88ff5a7141","D19","CARI","CARI.AOS.reaeration.station.01","2019-07-18T20:04Z","2019-07-18T21:44Z",2,"CARI.02.20190718","CARI.02.20190718.GAS","CARI.02.20190718.TCR",,
"1a30ae86-d5ec-47c0-ab5f-e774ab8bc147","D19","CARI","CARI.AOS.reaeration.station.04","2019-07-18T20:04Z","2019-07-18T22:05Z",1,"CARI.16.20190718","CARI.16.20190718.GAS","CARI.16.20190718.TCR",,
"6fbce8be-fa49-4dcd-b228-255866b7fb05","D19","CARI","CARI.AOS.reaeration.station.01","2019-07-18T20:04Z","2019-07-18T21:44Z",3,"CARI.03.20190718","CARI.03.20190718.GAS","CARI.03.20190718.TCR",,
"c6f7a167-0fb3-4faf-8172-36756cc70a96","D19","CARI","CARI.AOS.reaeration.station.04","2019-07-18T20:04Z","2019-07-18T22:05Z",3,"CARI.18.20190718","CARI.18.20190718.GAS","CARI.18.20190718.TCR",,
"972ec8d9-5926-4e5d-9076-33b314085106","D19","CARI","CARI.AOS.reaeration.station.02","2019-07-18T20:04Z","2019-07-18T21:51Z",4,"CARI.09.20190718","CARI.09.20190718.GAS","CARI.09.20190718.TCR",,
"9edfb961-bc26-4f8b-be9c-69986955b0b5","D19","CARI","CARI.AOS.reaeration.station.03","2019-07-18T20:04Z","2019-07-18T21:58Z",2,"CARI.12.20190718","CARI.12.20190718.GAS","CARI.12.20190718.TCR",,
"46114c0d-3fe6-4c1e-ae47-f37edeea25de","D19","CARI","CARI.AOS.reaeration.station.02","2019-07-18T20:04Z","2019-07-18T21:51Z",5,"CARI.10.20190718","CARI.10.20190718.GAS","CARI.10.20190718.TCR",,
"b487825c-7ca4-4c22-bd3a-fb5007f0a98f","D19","CARI","CARI.AOS.reaeration.station.03","2019-07-18T20:04Z","2019-07-18T21:58Z",1,"CARI.11.20190718","CARI.11.20190718.GAS","CARI.11.20190718.TCR",,
"4c668a45-c50e-41bc-92f7-1366aea58048","D19","CARI","CARI.AOS.reaeration.station.04","2019-07-18T20:04Z","2019-07-18T22:05Z",2,"CARI.17.20190718","CARI.17.20190718.GAS","CARI.17.20190718.TCR",,
"7fc05d5f-c6c2-4bf9-8405-892c6b70b67c","D19","CARI","CARI.AOS.reaeration.station.04","2019-07-18T20:04Z","2019-07-18T22:05Z",5,"CARI.20.20190718","CARI.20.20190718.GAS","CARI.20.20190718.TCR",,
"e9dbf187-ded0-4da3-a107-a5d1c601d0d7","D19","CARI","CARI.AOS.reaeration.station.01","2019-07-18T20:04Z","2019-07-18T21:44Z",1,"CARI.01.20190718","CARI.01.20190718.GAS","CARI.01.20190718.TCR",,
"22ef3d9d-3855-4da8-9efd-4f011e34d3a0","D19","CARI","CARI.AOS.reaeration.station.03","2019-07-18T20:04Z","2019-07-18T21:58Z",4,"CARI.14.20190718","CARI.14.20190718.GAS","CARI.14.20190718.TCR",,
"8ecb6910-40ee-4375-870d-ca68265e4e08","D19","CARI","CARI.AOS.reaeration.station.01","2019-07-18T20:04Z","2019-07-18T21:44Z",4,"CARI.04.20190718","CARI.04.20190718.GAS","CARI.04.20190718.TCR",,
"9097bf9f-4267-4bbe-8e37-cbb1e4362121","D19","CARI","CARI.AOS.reaeration.station.04","2019-07-18T20:04Z","2019-07-18T22:05Z",4,"CARI.19.20190718","CARI.19.20190718.GAS","CARI.19.20190718.TCR",,
