uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"b2719a9d-7435-44bc-8891-9019894ff65e","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",2495,"2018-05-14T22:55:40Z",2.60,2.60,26.94,2.51,2.51,2.50,2.50
"5788a01e-6631-47bc-9fd5-1286c6b626b3","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",8017,"2018-05-15T14:16:00Z",3.80,6.50,21.66,6.94,4.06,6.97,4.07
"e5c27090-fe45-43b4-a894-fde58b1b0946","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",8479,"2018-05-15T15:33:00Z",3.80,6.50,21.48,6.97,4.07,7.00,4.09
"debb98b4-688b-4d36-bf8a-4f35a12c6839","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",6799,"2018-05-15T10:53:00Z",2.60,6.50,21.47,6.97,2.79,7.00,2.80
"17bf8ada-5847-4c85-bfde-ecc8bedf2da5","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",5266,"2018-05-15T06:37:30Z",3.80,6.50,21.25,7.00,4.09,7.03,4.11
"9d07155f-47ba-4dde-ab91-c22e4138b139","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",1006,"2018-05-14T18:47:30Z",421.70,434.60,23.19,450.16,436.80,451.11,437.72
"a00945f5-4a8b-4c56-b4e2-4c6fe83148f7","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",5247,"2018-05-15T06:34:20Z",3.80,6.50,21.26,7.00,4.09,7.03,4.11
"0973fb31-0663-45b4-9147-6adff588e2be","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",6720,"2018-05-15T10:39:50Z",2.60,2.60,21.56,2.78,2.78,2.79,2.79
"48d062ea-4fbb-47e8-b57e-32beda0e067a","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",331,"2018-05-14T16:55:00Z",3.80,2.60,22.93,2.71,3.96,2.71,3.97
"ecea4959-8b77-46ae-9e1f-df27cb2c095e","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",1804,"2018-05-14T21:00:30Z",233.20,248.20,30.75,223.64,210.12,221.88,208.47
"e5446868-678e-46ae-8a58-7d247602830b","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",1261,"2018-05-14T19:30:00Z",543.90,547.20,23.51,563.23,559.83,564.21,560.81
"deaf455d-cf15-4e6b-b404-dc3e6da9b02e","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",5345,"2018-05-15T06:50:40Z",4.00,2.60,21.23,2.80,4.31,2.81,4.33
"fe76fd07-00e7-478b-bc60-ac238be1fed4","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",2261,"2018-05-14T22:16:40Z",29.00,30.20,27.85,28.64,27.50,28.53,27.40
"5cfb141b-c12d-442d-bd8e-354e7b89ba7d","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",4813,"2018-05-15T05:22:00Z",3.80,29.20,21.01,31.61,4.11,31.74,4.13
"ac310c0b-cabc-43af-8135-3ce3b1d49f80","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",5123,"2018-05-15T06:13:40Z",3.80,6.50,21.16,7.01,4.10,7.04,4.12
"46461c17-029c-4fb6-ae65-00c8564fb7f6","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",7842,"2018-05-15T13:46:50Z",3.80,6.50,21.70,6.94,4.06,6.96,4.07
"5b587420-3076-4c94-a5bf-baf99577ac66","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",2002,"2018-05-14T21:33:30Z",181.80,196.20,29.87,179.50,166.33,178.33,165.24
"fb0290e4-5a86-43ce-b712-f91d5fbf9e98","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",1598,"2018-05-14T20:26:10Z",530.90,535.20,23.93,546.37,541.98,547.06,542.66
"94890059-f40d-47f9-9ad4-f8f84be52434","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",5213,"2018-05-15T06:28:40Z",3.80,6.50,21.18,7.01,4.10,7.04,4.12
"cfbfe7dd-d35f-41a6-b477-b7c12fdd5bc7","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",572,"2018-05-14T17:35:10Z",2.60,6.40,41.31,4.88,1.98,4.76,1.93
"7e9bdcd0-adcf-4afd-9789-2d238dfae5a1","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",7420,"2018-05-15T12:36:30Z",3.80,29.20,21.59,31.23,4.06,31.35,4.08
"0c8f1a35-0e82-44a7-9200-e69aed662a10","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",4336,"2018-05-15T04:02:30Z",3.80,6.50,20.93,7.05,4.12,7.08,4.14
"084e2cb2-98cd-42b3-aa1f-6bbecf75f64e","8697880b-ee3a-4922-aaef-981f2e1fa6a5","D11","BLUE","BLUE.AOS.reaeration.station.04","BLUE_S4_20180514","2018-05-14T17:26Z",7148,"2018-05-15T11:51:10Z",2.60,29.20,21.43,31.34,2.79,31.46,2.80
