uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"53ff0de8-fc30-447b-8751-2d761c82c16a","D02","POSE","POSE.AOS.fish.point.02","2018-11-12T15:36Z","2018-11-12T16:07Z",2,"POSE.20181112.02.2.e-fisher","COTBAI1","Cottus bairdii",,3,"actual",,"jcoloso@battelleecology.org",
"ee1da15f-c926-44d0-9b45-ea851a3cfbc7","D02","POSE","POSE.AOS.fish.point.02","2018-11-12T15:36Z","2018-11-12T16:07Z",2,"POSE.20181112.02.2.e-fisher","RHIATR","Rhinichthys atratulus",,21,"actual",,"jcoloso@battelleecology.org",
"63b44ae5-5777-48c6-9aaf-b12f88fcf9bd","D02","POSE","POSE.AOS.fish.point.02","2018-11-12T16:25Z","2018-11-12T16:50Z",3,"POSE.20181112.02.3.e-fisher","RHIATR","Rhinichthys atratulus",,13,"actual",,"jcoloso@battelleecology.org",
"410abb19-c8e5-49da-be42-3531691bd406","D02","POSE","POSE.AOS.fish.point.02","2018-11-12T16:25Z","2018-11-12T16:50Z",3,"POSE.20181112.02.3.e-fisher","COTBAI1","Cottus bairdii",,22,"actual",,"jcoloso@battelleecology.org",
"3941ba61-642f-4f5b-88cf-755841e115be","D02","POSE","POSE.AOS.fish.point.03","2018-11-12T17:51Z","2018-11-12T18:54Z",1,"POSE.20181112.03.1.e-fisher","RHIATR","Rhinichthys atratulus",,15,"actual",,"jcoloso@battelleecology.org",
"f09cbf94-7742-45c4-b32f-9d17ce5905d5","D02","POSE","POSE.AOS.fish.point.06","2018-11-13T13:52Z","2018-11-13T15:00Z",1,"POSE.20181113.06.1.e-fisher","RHIATR","Rhinichthys atratulus",,9,"actual",,"jcoloso@battelleecology.org",
"1d5967fe-55ba-469b-9365-edf249dd5d39","D02","POSE","POSE.AOS.fish.point.07","2018-11-13T17:20Z","2018-11-13T17:59Z",2,"POSE.20181113.07.2.e-fisher","COTBAI1","Cottus bairdii",,18,"actual",,"jcoloso@battelleecology.org",
"1d592692-c239-4533-818b-81efa105f273","D02","POSE","POSE.AOS.fish.point.07","2018-11-13T18:13Z","2018-11-13T18:44Z",3,"POSE.20181113.07.3.e-fisher","COTBAI1","Cottus bairdii",,16,"actual",,"jcoloso@battelleecology.org",
"141b58c9-91e5-455c-9f9a-76e4eb67773d","D02","POSE","POSE.AOS.fish.point.09","2018-11-14T15:30Z","2018-11-14T16:09Z",2,"POSE.20181114.09.2.e-fisher","COTBAI1","Cottus bairdii",,3,"actual",,"jcoloso@battelleecology.org",
"5f36690e-0570-4b1c-ad2e-d4401f18cc24","D02","POSE","POSE.AOS.fish.point.09","2018-11-14T15:30Z","2018-11-14T16:09Z",2,"POSE.20181114.09.2.e-fisher","RHIATR","Rhinichthys atratulus",,11,"actual",,"jcoloso@battelleecology.org",
"6b1f384c-e12b-4db1-8c09-f859ebf3753b","D02","POSE","POSE.AOS.fish.point.09","2018-11-14T16:35Z","2018-11-14T17:11Z",3,"POSE.20181114.09.3.e-fisher","COTBAI1","Cottus bairdii",,12,"actual",,"jcoloso@battelleecology.org",
"4ebd1fe2-d05e-4645-8bc9-8359648e6870","D02","POSE","POSE.AOS.fish.point.09","2018-11-14T16:35Z","2018-11-14T17:11Z",3,"POSE.20181114.09.3.e-fisher","RHIATR","Rhinichthys atratulus",,8,"actual",,"jcoloso@battelleecology.org",
