uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"c21b7bd4-9d3f-4a32-a1c8-95194d23c49c","D11","BLUE","BLUE.AOS.fish.point.04","2017-11-01T14:07Z","2017-11-01T14:48Z",1,"BLUE.20171101.04.1.e-fisher","CYPVEN","Cyprinella venusta",,35,"actual",,"Lhostert@battelleecology.org",
"afdd2ddb-4a61-4686-bdca-ad4f7447859a","D11","BLUE","BLUE.AOS.fish.point.04","2017-11-01T19:30Z","2017-11-01T20:00Z",2,"BLUE.20171101.04.2.e-fisher","CYPVEN","Cyprinella venusta",,30,"actual",,"Lhostert@battelleecology.org",
"85a479c3-2d8f-4135-adf0-aa47e3e430f9","D11","BLUE","BLUE.AOS.fish.point.04","2017-11-01T19:30Z","2017-11-01T20:00Z",2,"BLUE.20171101.04.2.e-fisher","ETHRAD","Etheostoma radiosum",,39,"actual",,"Lhostert@battelleecology.org",
"f197cecb-41fd-455b-be23-8b8b893fe4b1","D11","BLUE","BLUE.AOS.fish.point.04","2017-11-01T21:30Z","2017-11-01T21:52Z",3,"BLUE.20171101.04.3.e-fisher","CYPVEN","Cyprinella venusta",,9,"actual",,"Lhostert@battelleecology.org",
"5e200f94-4a16-4de6-9322-c367d8dda4a1","D11","BLUE","BLUE.AOS.fish.point.04","2017-11-01T21:30Z","2017-11-01T21:52Z",3,"BLUE.20171101.04.3.e-fisher","GAMSP","Gambusia sp.","D11.BLUE.2017.MorphB",4,"actual",,"Lhostert@battelleecology.org",
"6d228f56-46a1-4916-9f23-284c5f3b9074","D11","BLUE","BLUE.AOS.fish.point.04","2017-11-01T21:30Z","2017-11-01T21:52Z",3,"BLUE.20171101.04.3.e-fisher","ETHRAD","Etheostoma radiosum",,18,"actual",,"Lhostert@battelleecology.org",
"4ce8e894-1653-4c9f-89ff-5b0345fdd26f","D11","BLUE","BLUE.AOS.fish.point.07","2017-11-02T14:07Z","2017-11-02T15:08Z",1,"BLUE.20171102.07.1.e-fisher","ETHRAD","Etheostoma radiosum",,78,"actual",,"Lhostert@battelleecology.org",
"c2946aa6-0203-4a3b-b6d4-029a500b54c9","D11","BLUE","BLUE.AOS.fish.point.07","2017-11-02T18:37Z","2017-11-02T19:23Z",2,"BLUE.20171102.07.2.e-fisher","ETHRAD","Etheostoma radiosum",,157,"actual",,"Lhostert@battelleecology.org",
"f8537edf-c796-4501-b49f-212f3282598e","D11","BLUE","BLUE.AOS.fish.point.07","2017-11-02T20:45Z","2017-11-02T21:19Z",3,"BLUE.20171102.07.3.e-fisher","ETHRAD","Etheostoma radiosum",,136,"actual",,"Lhostert@battelleecology.org",
"a41a7377-4d95-47c3-8a85-e7d0d8e6c8a5","D11","BLUE","BLUE.AOS.fish.point.06","2017-11-03T13:30Z","2017-11-03T14:46Z",1,"BLUE.20171103.06.1.e-fisher","ETHRAD","Etheostoma radiosum",,216,"actual",,"Lhostert@battelleecology.org",
"27d62b08-512f-442d-937b-f6b775ad189d","D11","BLUE","BLUE.AOS.fish.point.06","2017-11-03T13:30Z","2017-11-03T14:46Z",1,"BLUE.20171103.06.1.e-fisher","CAMSP","Campostoma sp.","D06.BLUE.2017.MorphC",14,"actual",,"Lhostert@battelleecology.org",
"31a77a0b-5cd4-4e89-abc1-dbf96536b725","D11","BLUE","BLUE.AOS.fish.point.10","2017-11-03T17:58Z","2017-11-03T19:17Z",1,"BLUE.20171103.10.1.e-fisher","GAMSP","Gambusia sp.","D11.BLUE.2017.MorphB",15,"actual",,"Lhostert@battelleecology.org",
"ecf4b69e-75a3-4772-9d4f-b184c64f36bb","D11","BLUE","BLUE.AOS.fish.point.10","2017-11-03T17:58Z","2017-11-03T19:17Z",1,"BLUE.20171103.10.1.e-fisher","ETHRAD","Etheostoma radiosum",,52,"actual",,"Lhostert@battelleecology.org",
