uid,domainID,siteID,namedLocation,startDate,plateauCollectTime,replicateNumber,syringeID,gasSampleID,saltTracerSampleID,remarks,incompleteExperimentQF
"9f9a2c50-4fcb-4686-bece-797b5fb0d8de","D01","HOPB","HOPB.AOS.reaeration.station.02","2020-09-09T14:56Z","2020-09-09T20:16Z",3,"HOPB.08.20200909","HOPB.08.20200909.GAS","HOPB.08.20200909.TCR",,
"6cd13d71-bfec-4c1e-998e-4b512681eeb4","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-09T14:56Z","2020-09-09T20:20Z",5,"HOPB.15.20200909","HOPB.15.20200909.GAS","HOPB.15.20200909.TCR",,
"5118d8f6-0646-4915-b36c-d91e0f4d7a0e","D01","HOPB","HOPB.AOS.reaeration.station.04","2020-09-09T14:56Z","2020-09-09T20:25Z",1,"HOPB.16.20200909","HOPB.16.20200909.GAS","HOPB.16.20200909.TCR",,
"3949e9ec-4a28-4f35-8c1a-8fbda8a80c3c","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-09T14:56Z","2020-09-09T20:11Z",2,"HOPB.02.20200909","HOPB.02.20200909.GAS","HOPB.02.20200909.TCR",,
"8c393b62-b633-4de6-a014-b6e7b2cea092","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-09T14:56Z","2020-09-09T20:20Z",3,"HOPB.13.20200909","HOPB.13.20200909.GAS","HOPB.13.20200909.TCR",,
"7666808b-5653-476b-abe1-0141bfe5766d","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-09T14:56Z","2020-09-09T20:11Z",5,"HOPB.05.20200909","HOPB.05.20200909.GAS","HOPB.05.20200909.TCR",,
"7b494fdc-1dcd-4906-9d43-d53006fce330","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-09T14:56Z","2020-09-09T20:11Z",1,"HOPB.01.20200909","HOPB.01.20200909.GAS","HOPB.01.20200909.TCR",,
"373d4bea-e8f2-46a3-85be-395a1ddf5345","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-09T14:56Z","2020-09-09T20:20Z",1,"HOPB.11.20200909","HOPB.11.20200909.GAS","HOPB.11.20200909.TCR",,
"e044e155-3788-44b5-991c-ae7e202453fb","D01","HOPB","HOPB.AOS.reaeration.station.02","2020-09-09T14:56Z","2020-09-09T20:16Z",4,"HOPB.09.20200909","HOPB.09.20200909.GAS","HOPB.09.20200909.TCR",,
"be2d46df-8362-499e-9cab-00570d3ded85","D01","HOPB","HOPB.AOS.reaeration.station.02","2020-09-09T14:56Z","2020-09-09T20:16Z",2,"HOPB.07.20200909","HOPB.07.20200909.GAS","HOPB.07.20200909.TCR",,
"b11ee89c-f4d5-4811-8236-e18463a8af84","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-09T14:56Z","2020-09-09T20:20Z",2,"HOPB.12.20200909","HOPB.12.20200909.GAS","HOPB.12.20200909.TCR",,
"e153ea73-9d7f-408c-9f66-5f5f454270e3","D01","HOPB","HOPB.AOS.reaeration.station.04","2020-09-09T14:56Z","2020-09-09T20:25Z",2,"HOPB.17.20200909","HOPB.17.20200909.GAS","HOPB.17.20200909.TCR",,
"9eb1feec-a50b-4318-8199-9bde947dd80d","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-09T14:56Z","2020-09-09T20:20Z",4,"HOPB.14.20200909","HOPB.14.20200909.GAS","HOPB.14.20200909.TCR",,
"5ad4ac46-0d44-4a71-9a2a-0d935d28fc2c","D01","HOPB","HOPB.AOS.reaeration.station.04","2020-09-09T14:56Z","2020-09-09T20:25Z",4,"HOPB.19.20200909","HOPB.19.20200909.GAS","HOPB.19.20200909.TCR",,
"ad0a6d4d-8cc1-478a-9d52-cf858d7b5921","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-09T14:56Z","2020-09-09T20:11Z",4,"HOPB.04.20200909","HOPB.04.20200909.GAS","HOPB.04.20200909.TCR",,
"f7e55de2-6b78-48a4-ac2c-1639265c6f3c","D01","HOPB","HOPB.AOS.reaeration.station.02","2020-09-09T14:56Z","2020-09-09T20:16Z",5,"HOPB.10.20200909","HOPB.10.20200909.GAS","HOPB.10.20200909.TCR",,
"6a16c121-bf46-42e4-9df3-1cc05c7afd57","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-09T14:56Z","2020-09-09T20:11Z",3,"HOPB.03.20200909","HOPB.03.20200909.GAS","HOPB.03.20200909.TCR",,
"70696f18-965c-47ee-89e2-4fbc4ea025d6","D01","HOPB","HOPB.AOS.reaeration.station.04","2020-09-09T14:56Z","2020-09-09T20:25Z",5,"HOPB.20.20200909","HOPB.20.20200909.GAS","HOPB.20.20200909.TCR",,
"3d6beb98-7bac-4f85-a7f8-663ce6120098","D01","HOPB","HOPB.AOS.reaeration.station.04","2020-09-09T14:56Z","2020-09-09T20:25Z",3,"HOPB.18.20200909","HOPB.18.20200909.GAS","HOPB.18.20200909.TCR",,
"5231787e-ed66-43ed-941d-7aae4bf7f35a","D01","HOPB","HOPB.AOS.reaeration.station.02","2020-09-09T14:56Z","2020-09-09T20:16Z",1,"HOPB.06.20200909","HOPB.06.20200909.GAS","HOPB.06.20200909.TCR",,
"d4b4da77-31b7-4c56-a9ef-98c021cb5175","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-15T13:20Z","2020-09-15T18:22Z",5,"HOPB.15.20200915","HOPB.15.20200915.GAS","HOPB.15.20200915.TCR",,
"b489dea0-51f5-43ae-94bb-07f3863c9526","D01","HOPB","HOPB.AOS.reaeration.station.02","2020-09-15T13:20Z","2020-09-15T18:17Z",5,"HOPB.10.20200915","HOPB.10.20200915.GAS","HOPB.10.20200915.TCR",,
"aff3bf58-3f83-4f64-85e2-af8681ceed9e","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-15T13:20Z","2020-09-15T18:22Z",3,"HOPB.13.20200915","HOPB.13.20200915.GAS","HOPB.13.20200915.TCR",,
"5fa26a05-e615-4381-a179-cb5e68d8a846","D01","HOPB","HOPB.AOS.reaeration.station.04","2020-09-15T13:20Z","2020-09-15T18:27Z",4,"HOPB.19.20200915","HOPB.19.20200915.GAS","HOPB.19.20200915.TCR",,
"23b73f27-43d9-4782-b255-4c2b01d0f7a5","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-15T13:20Z","2020-09-15T18:11Z",1,"HOPB.01.20200915","HOPB.01.20200915.GAS","HOPB.01.20200915.TCR",,
"6f6dc34f-a910-4da0-a98d-4378c1fce6cf","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-15T13:20Z","2020-09-15T18:11Z",4,"HOPB.04.20200915","HOPB.04.20200915.GAS","HOPB.04.20200915.TCR",,
"7d84471d-2b82-46c6-9691-6c8b8e680190","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-15T13:20Z","2020-09-15T18:11Z",5,"HOPB.05.20200915","HOPB.05.20200915.GAS","HOPB.05.20200915.TCR",,
"c5ebeaf0-72df-46a6-8c92-a615216b3429","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-15T13:20Z","2020-09-15T18:22Z",4,"HOPB.14.20200915","HOPB.14.20200915.GAS","HOPB.14.20200915.TCR",,
"83b75f48-fed1-4566-9a50-fb69ee24741d","D01","HOPB","HOPB.AOS.reaeration.station.04","2020-09-15T13:20Z","2020-09-15T18:27Z",1,"HOPB.16.20200915","HOPB.16.20200915.GAS","HOPB.16.20200915.TCR",,
"0ce0ae48-4b1a-4ad4-be1f-37252ffb84e0","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-15T13:20Z","2020-09-15T18:22Z",1,"HOPB.11.20200915","HOPB.11.20200915.GAS","HOPB.11.20200915.TCR",,
"1fab9647-9759-440c-9837-a2968e14bc71","D01","HOPB","HOPB.AOS.reaeration.station.02","2020-09-15T13:20Z","2020-09-15T18:17Z",3,"HOPB.08.20200915","HOPB.08.20200915.GAS","HOPB.08.20200915.TCR",,
"30545012-fc43-4885-badb-e4fc10329171","D01","HOPB","HOPB.AOS.reaeration.station.02","2020-09-15T13:20Z","2020-09-15T18:17Z",4,"HOPB.09.20200915","HOPB.09.20200915.GAS","HOPB.09.20200915.TCR",,
"11cd1768-ab15-449d-87ad-918189c16e4b","D01","HOPB","HOPB.AOS.reaeration.station.01","2020-09-15T13:20Z","2020-09-15T18:11Z",3,"HOPB.03.20200915","HOPB.03.20200915.GAS","HOPB.03.20200915.TCR",,
"80fb8878-3283-4234-b528-100e12f08b25","D01","HOPB","HOPB.AOS.reaeration.station.04","2020-09-15T13:20Z","2020-09-15T18:27Z",2,"HOPB.17.20200915","HOPB.17.20200915.GAS","HOPB.17.20200915.TCR",,
"4d1399a9-7cc8-4646-9971-02a6ea696d56","D01","HOPB","HOPB.AOS.reaeration.station.03","2020-09-15T13:20Z","2020-09-15T18:22Z",2,"HOPB.12.20200915","HOPB.12.20200915.GAS","HOPB.12.20200915.TCR",,
