uid,domainID,siteID,namedLocation,passStartTime,passEndTime,eventID,passNumber,specimenNumber,taxonID,scientificName,taxonRank,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,fishTotalLength,fishWeight,delt,efMortality,efInjury,fishLifeStage,sampleTypeCollected,voucherSampleID,dnaSampleID,identifiedBy,remarks
"38eff70a-a2bd-412b-bf12-9cca5954355d","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,8,"COTCOG","Cottus cognatus","species",,,,67,4.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0065"
"4b0a1bdd-c2d1-4384-8f02-2f886e317434","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,4,"COTCOG","Cottus cognatus","species",,,,75,6.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0058-0059"
"1cb0d550-0bd2-46f5-bf68-fbb1a082a622","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.2.e-fisher",2,17,"COTCOG","Cottus cognatus","species",,,,71,4.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0079"
"fc0a73d8-8818-41b5-84d0-5f32292839fb","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,5,"COTCOG","Cottus cognatus","species",,,,93,11.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0060"
"c98ed6c0-7cb8-4704-847c-d3088e325cd9","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.2.e-fisher",2,14,"COTCOG","Cottus cognatus","species",,,,72,4.5,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0076"
"a0e165bc-83d5-4bdd-8720-c2ec0c140b6d","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.2.e-fisher",2,11,"COTCOG","Cottus cognatus","species",,,,80,6.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0072"
"9863f591-5ba5-480e-918e-9b86fbd07445","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.2.e-fisher",2,16,"COTCOG","Cottus cognatus","species",,,,72,4.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0078"
"dc63c327-ef3e-43c4-bdac-d95777d842d4","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.2.e-fisher",2,12,"COTCOG","Cottus cognatus","species",,,,76,5.5,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0073"
"25245289-a470-4700-9c95-2db21e9d7a3e","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,7,"COTCOG","Cottus cognatus","species",,,,84,6.3,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0063-0064"
"82dabe93-e883-4ef6-bb40-31470a1520df","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,3,"COTCOG","Cottus cognatus","species",,,,76,5.3,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0057"
"1d240d6d-4b3c-4ff8-8e13-1e778c34aafd","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.2.e-fisher",2,13,"COTCOG","Cottus cognatus","species",,,,69,3.5,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0075"
"049f5a1e-7c51-4af8-8ded-e1197d1e6a48","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.2.e-fisher",2,15,"COTCOG","Cottus cognatus","species",,,,99,7.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0077"
"51debd1f-f746-4a83-9d66-f7af7bfddd60","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,6,"COTCOG","Cottus cognatus","species",,,,86,8.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0061-0062"
"2c641f99-c460-4323-b6e0-b190b5d60fb8","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,9,"COTCOG","Cottus cognatus","species",,,,77,6.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0067"
"63b152b1-05d4-40bf-909f-5b67f1b69ae1","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.2.e-fisher",2,10,"COTCOG","Cottus cognatus","species",,,,76,5.5,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0071"
"2fa77bb8-b915-4921-9e96-f711b56740a8","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.3.e-fisher",3,19,"COTCOG","Cottus cognatus","species",,,,76,7.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0081"
"22b87366-aa6d-4eb8-89bc-7810d991fd34","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.3.e-fisher",3,18,"COTCOG","Cottus cognatus","species",,,,89,9.5,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0080"
"a1622bc3-9015-4654-8e86-feb5da19f877","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,1,"COTCOG","Cottus cognatus","species",,,,86,5.5,,"Y","N",,"voucher sample only","CARI.20160926.COCO.01.1.1",,"jmorella@battelleecology.org",
"57d1f28a-7a9a-49e4-91e2-7fd0ad3488d0","D19","CARI","CARI.AOS.fish.point.01","2016-09-26T23:00Z","2016-09-27T00:34Z","CARI.20160926.01.1.e-fisher",1,2,"THYARC","Thymallus arcticus","species",,,,271,190.0,,"N","N",,"no sample",,,"jmorella@battelleecology.org","Photo number: 0054-0056"
"f80294c7-4998-4099-b4d3-6dbdc28ff2da","D19","CARI","CARI.AOS.fish.point.02","2016-09-27T18:30Z","2016-09-27T22:00Z","CARI.20160927.02.1.e-fisher",1,5,"THYARC","Thymallus arcticus","species",,,,122,14.0,,"N","N",,"no sample",,,"jcelmer@battelleecology.org",
