uid,domainID,siteID,namedLocation,startDate,laboratoryName,saltSampleID,sampleCode,analyte,finalConcentration,saltBelowDetectionQF,analysisDate,analyzedBy,sampleCondition,analyticalReplicateTCR,remarks,saltCheckStandardQF
"a64f6b91-52fb-4eeb-b982-102b0facc003","D06","KING","KING.AOS.reaeration.station.01","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.B1.20150721.TCR",,"chloride",1.565,,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,
"89eb045c-fc4e-4a8f-ae82-969d49aec744","D06","KING","KING.AOS.reaeration.station.02","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.07.20150721.TCR",,"chloride",10.690,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
"2cea60e9-cc73-48b2-bcc7-fda50b89f0a5","D06","KING","KING.AOS.reaeration.station.01","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.05.20150721.TCR",,"chloride",10.967,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
"ca37e0bd-ad79-4619-8a98-135c0d2b2619","D06","KING","KING.AOS.reaeration.station.04","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.20.20150721.TCR",,"chloride",9.184,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
"fad7b51b-61da-4f33-9c89-b4567906ba19","D06","KING","KING.AOS.reaeration.station.03","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.11.20150721.TCR",,"chloride",9.628,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
"99a44599-feb9-4cd0-9d7d-8050c9eab01d","D06","KING","KING.AOS.reaeration.station.02","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.08.20150721.TCR",,"chloride",11.429,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
"677a4bac-50e8-4fab-9333-5483e352c91a","D06","KING","KING.AOS.reaeration.station.03","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.15.20150721.TCR",,"chloride",9.770,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
"385518cf-9094-4955-9ed2-c13097937397","D06","KING","KING.AOS.reaeration.station.01","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.02.20150721.TCR",,"chloride",10.576,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
"2d479a23-c421-4304-9df2-8ddb08b9741e","D06","KING","KING.AOS.reaeration.station.04","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.16.20150721.TCR",,"chloride",9.290,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
"22d80375-826a-4d8f-b6c8-aba9aa567ecb","D06","KING","KING.AOS.reaeration.station.02","2015-07-21T15:51Z","Loecke Lab at University of Nebraska","KING.10.20150721.TCR",,"chloride",10.075,0,"2015-08-06T12:00Z","oBt8NTeZH2zUfw91zTCseA==","OK",,,-1
